,raw_text,fraud,hacker groups,government,corporation,unrelated,darknet,cyber defense,hacking,security concepts,security products,network security,cyberwar,geopolitical,data breach,vulnerability,platform,cyber attack
73,"As we gratefully move forward into the year 2021, we have to recognise that 2020 was as tumultuous in the digital realm as it has in the physical world. From low level fraudsters leveraging the pandemic as a vehicle to trick victims into parting with money for non-existent PPE, to more capable actors using malware […]
The post A Year in Review: Threat Landscape for 2020 (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/a-year-in-review-threat-landscape-for-2020/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,"CES 2021: Highlights From the “Cleanest” Show Yet!
https://www.mcafee.com/blogs/consumer/ces-2021-highlights-from-the-cleanest-show-yet/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,"Typically, the International Consumer Electronics Show (CES) gives us a sense of where technology is going in the future. However, this year’s show was arguably more about technology catching up with how the COVID-19 pandemic has reshaped our lives. While gathering in person was not an option, we still had the opportunity to witness incredible […]
The post CES 2021: Highlights From the “Cleanest” Show Yet! (https://www.mcafee.com/blogs/consumer/ces-2021-highlights-from-the-cleanest-show-yet/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,"Honoring Martin Luther King Jr.’s Legacy with  McAfee’s African Heritage Community
https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/honoring-martin-luther-king-jr-s-legacy-with-mcafees-african-heritage-community/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,"Today, we celebrate the life and legacy of Dr. Martin Luther King Jr. Dr. King diligently dedicated his life to dismantling systemic racism affecting marginalized groups and leading a peaceful movement to promote equality for all Americans, irrespective of color and creed. He leaves behind a legacy of courage, strength, perseverance, and a life-long dedication […]
The post Honoring Martin Luther King Jr.’s Legacy with  McAfee’s African Heritage Community (https://www.mcafee.com/blogs/other-blogs/life-at-mcafee/honoring-martin-luther-king-jr-s-legacy-with-mcafees-african-heritage-community/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"Two Pink Lines
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/two-pink-lines/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,"Depending on your life experiences, the phrase (or country song by Eric Church) “two pink lines” may bring up a wide range of powerful emotions.    I suspect, like many fathers and expecting fathers, I will never forget the moment I found out my wife was pregnant.  You might recall what you were doing, or where […]
The post Two Pink Lines (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/two-pink-lines/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,"The Connected Lives of Babies: Protecting First Footprints in the Digital World, Part 1
https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-first-footprints-in-the-digital-world-part-1/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,"The Connected Lives of Babies: Protecting The First Footprints in the Digital World, Part One A baby can leave their first footprints internet even before they’re born. The fact is that children start creating an identity online before they even put a little pinky on a device, let alone come home for the first time. […]
The post The Connected Lives of Babies: Protecting First Footprints in the Digital World, Part 1 (https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-first-footprints-in-the-digital-world-part-1/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,"The Connected Lives of Babies: Protecting First Footprints in the Digital World, Part Two
https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-first-footprints-in-the-digital-world-part-two/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,"  The Connected Lives of Babies: Protecting Their First Footprints in the Digital World, Part Two Picture an infant with a credit card. In her name. With a $10,000 limit. Well, it happens. As recent as 2017, it was estimated that more than 1 million children in the U.S. were victims of identity theft. Of […]
The post The Connected Lives of Babies: Protecting First Footprints in the Digital World, Part Two (https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-first-footprints-in-the-digital-world-part-two/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,"Ransomware and DDoS is on the Rise: Tips for Distance Learning in 2021
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/ransomware-and-ddos-is-on-the-rise-tips-for-distance-learning-in-2021/",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
85,"Ransomware and DDoS is on the Rise: Tips for Distance Learning in 2021 The holidays have come and gone, and students returned to the virtual classroom. But according to the FBI, cyberattacks are likely to disrupt online learning in the new year. As of December 2020, the FBI, Cybersecurity and Infrastructure Security Agency (CISA), and […]
The post Ransomware and DDoS is on the Rise: Tips for Distance Learning in 2021 (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/ransomware-and-ddos-is-on-the-rise-tips-for-distance-learning-in-2021/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
86,"The Connected Lives of Babies: Protecting Their First Footprints in the Digital World
https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-their-first-digital-footprints/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,"The Connected Lives of Babies: Protecting Their First Footprints in the Digital World A baby can leave their first internet footprints even before they’re born. The fact is that children start creating an identity online before they even put a little pinky on a device, let alone come home for the first time. That “Hello, […]
The post The Connected Lives of Babies: Protecting Their First Footprints in the Digital World (https://www.mcafee.com/blogs/consumer/the-connected-lives-of-babies-protecting-their-first-digital-footprints/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,"Take It Personally: Ten Tips for Protecting Your Personally Identifiable Information (PII)
https://www.mcafee.com/blogs/consumer/take-it-personally-ten-tips-for-protecting-your-personally-identifiable-information-pii/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,"Take It Personally: Ten Tips for Protecting Your Personally Identifiable Information (PII) Seems like we always have a connected device somewhere within arm’s reach, whether it’s a smartphone, laptop, tablet, a wearable, or some combination of them all. In a way, we bring the internet along with us nearly wherever we go. Yet there’s something […]
The post Take It Personally: Ten Tips for Protecting Your Personally Identifiable Information (PII) (https://www.mcafee.com/blogs/consumer/take-it-personally-ten-tips-for-protecting-your-personally-identifiable-information-pii/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,"New Year, New Digital You: Canadian Survey Findings from McAfee
https://www.mcafee.com/blogs/consumer/canada-new-year-new-digital-you/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,"New Year, New Digital You: Canadian Survey Findings from McAfee McAfee is headquartered in the U.S. and with our impressive global footprint protecting over 600 million devices protecting users’ connected lives isn’t just a priority for one location, but for the entire world that we serve.  As Site Leader of our Consumer Ontario offices, when […]
The post New Year, New Digital You: Canadian Survey Findings from McAfee (https://www.mcafee.com/blogs/consumer/canada-new-year-new-digital-you/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,"New Year, New Digital You: Consumer Security Findings from McAfee’s Latest Report
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/new-year-new-digital-you-consumer-security-findings-from-mcafees-latest-report/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,"New Year, New Digital You: Consumer Security Findings from McAfee’s Latest Report  2020 was a year unlike any other. We transitioned from the corporate office to the home office, participated in distance learning, and figured out how to communicate with one another from afar. We sought out new forms of entertainment by streaming countless movies and TV […]
The post New Year, New Digital You: Consumer Security Findings from McAfee’s Latest Report (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/new-year-new-digital-you-consumer-security-findings-from-mcafees-latest-report/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,"McAfee ATR Launches Education-Inspired Capture the Flag Contest!
https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-atr-launches-education-inspired-capture-the-flag-contest/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,"McAfee’s Advanced Threat Research team just completed its second annual capture the flag (CTF) contest for internal employees. Based on tremendous internal feedback, we’ve decided to open it up to the public, starting with a set of challenges we designed in 2019.   We’ve done our best to minimize guesswork and gimmicks and instead of flashy graphics and games, we’ve distilled the kind of problems […]
The post McAfee ATR Launches Education-Inspired Capture the Flag Contest! (https://www.mcafee.com/blogs/other-blogs/mcafee-labs/mcafee-atr-launches-education-inspired-capture-the-flag-contest/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,"This Data Privacy Day Own Your Privacy, Even On Social Sites
https://www.mcafee.com/blogs/consumer/this-data-privacy-day-own-your-privacy-even-on-social-sites/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,"One of the positive trends that we’ve seen in recent years is governments and users pressuring companies to simplify their privacy policies and security settings. This comes after a slew of concerning incidents, such as widespread data breaches and data sharing by social media companies. The spotlight on these issues is beginning to take effect, […]
The post This Data Privacy Day Own Your Privacy, Even On Social Sites (https://www.mcafee.com/blogs/consumer/this-data-privacy-day-own-your-privacy-even-on-social-sites/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,"Schrems II – A few Things to Keep in Mind!
https://www.mcafee.com/blogs/enterprise/data-security/schrems-ii-a-few-things-to-keep-in-mind/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,"A couple of days ago, I have been asked whether, notably thanks to the GDPR[1] and the CCPA[2], we were seeing as professionals, a standardization in negotiations governing privacy terms. Alas, we have possibly never been so much away of such harmonization. 128 out of 194 countries have put in place legislation to secure the […]
The post Schrems II – A few Things to Keep in Mind! (https://www.mcafee.com/blogs/enterprise/data-security/schrems-ii-a-few-things-to-keep-in-mind/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,"10 Easy Ways to Build Up Your Family’s Online Security
https://www.mcafee.com/blogs/consumer/family-safety/10-easy-ways-to-build-up-your-familys-online-security/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,"10 Easy Ways to Build Up Your Family’s Online Security The events of 2020 didn’t just set significant lifestyle changes in motion. According to a recent study, it also influenced our mindset about our online security. McAfee’s 2021 Consumer Security Mindset Report highlights our collective shift to a Digital-First mindset and the increased risks that come with […]
The post 10 Easy Ways to Build Up Your Family’s Online Security (https://www.mcafee.com/blogs/consumer/family-safety/10-easy-ways-to-build-up-your-familys-online-security/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,"ShinyHunters Exposes Over 125 Million Online Credentials
https://www.mcafee.com/blogs/consumer/consumer-threat-notices/shinyhunters-exposes-over-125-million-online-credentials/",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103,"ShinyHunters Exposes Over 125 Million Online Credentials   Meet ShinyHunters, a hacker who recently leaked 10 new databases this past month from companies including: • Pixlr.com • Bonobos.com • Wognai.com • Tesspring.com • Tunedglobal.com • Buyucoin.com • Wappalyzer.com • Chqbook.com • Rooter.io • MeetMindful.com But this isn’t the first time they’ve made headlines. It all started […]
The post ShinyHunters Exposes Over 125 Million Online Credentials (https://www.mcafee.com/blogs/consumer/consumer-threat-notices/shinyhunters-exposes-over-125-million-online-credentials/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
104,"Digital Marriage—Making Sure Your Online Wedding is Safe and Secure
https://www.mcafee.com/blogs/consumer/digital-marriage-making-sure-your-online-wedding-is-safe-and-secure/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"Digital Marriage—Making Sure Your Online Wedding is Safe and Secure Love finds a way. Even in a pandemic.  Across this year and last, a growing number of couples are sticking to their wedding dates as planned, yet with a twist—they’re holding them online. Whether to comply with local guidance, accommodate friends and family who cannot […]
The post Digital Marriage—Making Sure Your Online Wedding is Safe and Secure (https://www.mcafee.com/blogs/consumer/digital-marriage-making-sure-your-online-wedding-is-safe-and-secure/) appeared first on McAfee Blogs (https://www.mcafee.com/blogs).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
